fips,state_name,state_abbr,county_name,county_abbr,unrealiable_bw,num_low_birthweight_births,num_live_births,log_live_births,perc_low_bw,cat_rucc,sociod,rucc1_sociod_eqi_2jan2018_vc,rucc2_sociod_eqi_2jan2018_vc,rucc3_sociod_eqi_2jan2018_vc,rucc4_sociod_eqi_2jan2018_vc,built,rucc1_built_eqi_2jan2018_vc,rucc2_built_eqi_2jan2018_vc,rucc3_built_eqi_2jan2018_vc,rucc4_built_eqi_2jan2018_vc,air,rucc1_air_eqi_2jan2018_vc,rucc2_air_eqi_2jan2018_vc,rucc3_air_eqi_2jan2018_vc,rucc4_air_eqi_2jan2018_vc,land,rucc1_land_eqi_2jan2018_vc,rucc2_land_eqi_2jan2018_vc,rucc3_land_eqi_2jan2018_vc,rucc4_land_eqi_2jan2018_vc,water,rucc1_water_eqi_2jan2018_vc,rucc2_water_eqi_2jan2018_vc,rucc3_water_eqi_2jan2018_vc,rucc4_water_eqi_2jan2018_vc,eqi,rucc1_eqi_2jan2018_vc,rucc2_eqi_2jan2018_vc,rucc3_eqi_2jan2018_vc,rucc4_eqi_2jan2018_vc,sociod_4q,rucc1_sociod_eqi_2jan2018_vc_4,rucc2_sociod_eqi_2jan2018_vc_4,rucc3_sociod_eqi_2jan2018_vc_4,rucc4_sociod_eqi_2jan2018_vc_4,air_4q,rucc1_air_eqi_2jan2018_vc_4,rucc2_air_eqi_2jan2018_vc_4,rucc3_air_eqi_2jan2018_vc_4,rucc4_air_eqi_2jan2018_vc_4,water_4q,rucc1_water_eqi_2jan2018_vc_4,rucc2_water_eqi_2jan2018_vc_4,rucc3_water_eqi_2jan2018_vc_4,rucc4_water_eqi_2jan2018_vc_4,land_4q,rucc1_land_eqi_2jan2018_vc_4,rucc2_land_eqi_2jan2018_vc_4,rucc3_land_eqi_2jan2018_vc_4,rucc4_land_eqi_2jan2018_vc_4,built_4q,rucc1_built_eqi_2jan2018_vc_4,rucc2_built_eqi_2jan2018_vc_4,rucc3_built_eqi_2jan2018_vc_4,rucc4_built_eqi_2jan2018_vc_4,eqi_4q,rucc1_eqi_2jan2018_vc_4,rucc2_eqi_2jan2018_vc_4,rucc3_eqi_2jan2018_vc_4,rucc4_eqi_2jan2018_vc_4,sociod_3q,rucc1_sociod_eqi_2jan2018_vc_3,rucc2_sociod_eqi_2jan2018_vc_3,rucc3_sociod_eqi_2jan2018_vc_3,rucc4_sociod_eqi_2jan2018_vc_3,air_3q,rucc1_air_eqi_2jan2018_vc_3,rucc2_air_eqi_2jan2018_vc_3,rucc3_air_eqi_2jan2018_vc_3,rucc4_air_eqi_2jan2018_vc_3,water_3q,rucc1_water_eqi_2jan2018_vc_3,rucc2_water_eqi_2jan2018_vc_3,rucc3_water_eqi_2jan2018_vc_3,rucc4_water_eqi_2jan2018_vc_3,land_3q,rucc1_land_eqi_2jan2018_vc_3,rucc2_land_eqi_2jan2018_vc_3,rucc3_land_eqi_2jan2018_vc_3,rucc4_land_eqi_2jan2018_vc_3,built_3q,rucc1_built_eqi_2jan2018_vc_3,rucc2_built_eqi_2jan2018_vc_3,rucc3_built_eqi_2jan2018_vc_3,rucc4_built_eqi_2jan2018_vc_3,eqi_3q,rucc1_eqi_2jan2018_vc_3,rucc2_eqi_2jan2018_vc_3,rucc3_eqi_2jan2018_vc_3,rucc4_eqi_2jan2018_vc_3,sociod_5q,rucc1_sociod_eqi_2jan2018_vc_5,rucc2_sociod_eqi_2jan2018_vc_5,rucc3_sociod_eqi_2jan2018_vc_5,rucc4_sociod_eqi_2jan2018_vc_5,air_5q,rucc1_air_eqi_2jan2018_vc_5,rucc2_air_eqi_2jan2018_vc_5,rucc3_air_eqi_2jan2018_vc_5,rucc4_air_eqi_2jan2018_vc_5,water_5q,rucc1_water_eqi_2jan2018_vc_5,rucc2_water_eqi_2jan2018_vc_5,rucc3_water_eqi_2jan2018_vc_5,rucc4_water_eqi_2jan2018_vc_5,land_5q,rucc1_land_eqi_2jan2018_vc_5,rucc2_land_eqi_2jan2018_vc_5,rucc3_land_eqi_2jan2018_vc_5,rucc4_land_eqi_2jan2018_vc_5,built_5q,rucc1_built_eqi_2jan2018_vc_5,rucc2_built_eqi_2jan2018_vc_5,rucc3_built_eqi_2jan2018_vc_5,rucc4_built_eqi_2jan2018_vc_5,eqi_5q,rucc1_eqi_2jan2018_vc_5,rucc2_eqi_2jan2018_vc_5,rucc3_eqi_2jan2018_vc_5,rucc4_eqi_2jan2018_vc_5
01057,Alabama,AL,Fayette County,Fayette,NA,130,1305,7.173958319756794,9.9616858238,3,0.908532083,NA,NA,0.408545017,NA,0.895738482,NA,NA,1.381298661,NA,1.014078736,NA,NA,1.120151401,NA,-0.041778941,NA,NA,-0.255027503,NA,-1.410664558,NA,NA,-1.59744215,NA,0.657499135,NA,NA,1.421154618,NA,4,NA,NA,3,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,5,NA,NA,4,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,3,NA,NA,2,NA,5,NA,NA,5,NA,4,NA,NA,5,NA
01059,Alabama,AL,Franklin County,Franklin,NA,282,3212,8.074649075066652,8.7795765878,3,0.742812216,NA,NA,0.751471996,NA,1.18273437,NA,NA,1.508995771,NA,0.056013912,NA,NA,0.074045509,NA,-0.226525366,NA,NA,-0.401004255,NA,-1.41033268,NA,NA,-1.598637462,NA,0.239198387,NA,NA,1.225823045,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,5,NA,NA,5,NA,3,NA,NA,5,NA
01061,Alabama,AL,Geneva County,Geneva,NA,200,2209,7.700295203420117,9.0538705297,1,0.863430738,1.382145405,NA,NA,NA,0.935712039,0.761980653,NA,NA,NA,0.373006135,0.16838707,NA,NA,NA,0.933957338,0.836170435,NA,NA,NA,-1.426043749,-1.444937944,NA,NA,NA,0.56959343,1.376345992,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,5,5,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,4,NA,NA,NA,4,5,NA,NA,NA
01063,Alabama,AL,Greene County,Greene,NA,137,857,6.75343791859778,15.985997666,4,1.289274216,NA,NA,NA,2.734971523,-0.089270674,NA,NA,NA,0.603134632,-0.016242074,NA,NA,NA,0.32297349,-1.088906288,NA,NA,NA,-0.921337008,-1.426042199,NA,NA,NA,-1.125375628,-0.77514708,NA,NA,NA,1.290118098,4,NA,NA,NA,4,2,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,3,5,NA,NA,NA,5,3,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA,1,3,NA,NA,NA,4,1,NA,NA,NA,5
01065,Alabama,AL,Hale County,Hale,NA,201,1421,7.259116128097101,14.144968332,1,1.183316231,1.823997974,NA,NA,NA,0.68932575,0.584035814,NA,NA,NA,0.063449331,-0.184026748,NA,NA,NA,-0.211017996,-0.256437957,NA,NA,NA,-1.427396894,-1.442954421,NA,NA,NA,-0.075531013,1.354232788,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,2,4,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,3,5,NA,NA,NA
01067,Alabama,AL,Henry County,Henry,NA,112,1304,7.1731917424865985,8.5889570552,1,0.759028077,1.427783251,NA,NA,NA,0.932938159,0.952927649,NA,NA,NA,0.041420061,-0.211577103,NA,NA,NA,0.816305041,0.897223055,NA,NA,NA,-1.428391576,-1.445759058,NA,NA,NA,0.362373173,1.550212026,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,4,5,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,4,5,NA,NA,NA,5,5,NA,NA,NA,4,5,NA,NA,NA
01069,Alabama,AL,Houston County,Houston,NA,836,9518,9.160940021681055,8.7833578483,1,-0.194189698,0.459355682,NA,NA,NA,-0.261777133,-0.638094366,NA,NA,NA,-0.055543583,-0.285864323,NA,NA,NA,1.080478191,0.94869148700000006,NA,NA,NA,-1.428092241,-1.446732521,NA,NA,NA,-0.134432897,0.214204252,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,2,4,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA
01071,Alabama,AL,Jackson County,Jackson,NA,357,4174,8.336630087637147,8.5529468136,3,0.606584668,NA,NA,0.074985422,NA,0.697698116,NA,NA,1.152979493,NA,0.378169149,NA,NA,0.463046849,NA,0.317702681,NA,NA,0.250729263,NA,-1.405368567,NA,NA,-1.594283104,NA,0.324180692,NA,NA,0.993436754,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,NA,2,NA,2,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,4,NA,NA,3,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,5,NA,3,NA,NA,5,NA
01073,Alabama,AL,Jefferson County,Jefferson,NA,7553,66150,11.099680169543102,11.417989418,1,-1.281384945,-0.600616038,NA,NA,NA,-0.036545709,-1.060656071,NA,NA,NA,0.350856304,0.13915509,NA,NA,NA,-1.437858224,-1.303072453,NA,NA,NA,-1.414439201,-1.430203795,NA,NA,NA,-0.290235251,-1.028665543,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA
01075,Alabama,AL,Lamar County,Lamar,NA,114,1132,7.0317412587631285,10.070671378,4,1.09214437,NA,NA,NA,1.000341892,1.590343356,NA,NA,NA,1.397768378,1.60827148,NA,NA,NA,1.816587687,-0.518021643,NA,NA,NA,-0.277129889,-1.4288342,NA,NA,NA,-1.130226612,1.213774562,NA,NA,NA,1.577627063,4,NA,NA,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,2,4,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,3,5,NA,NA,NA,5,5,NA,NA,NA,5,1,NA,NA,NA,1,2,NA,NA,NA,2,5,NA,NA,NA,5,5,NA,NA,NA,5
01077,Alabama,AL,Lauderdale County,Lauderdale,NA,680,6817,8.827174771362785,9.9750623441,1,-0.12666738,0.525380015,NA,NA,NA,0.485497802,0.161228344,NA,NA,NA,0.27659741,0.07171417,NA,NA,NA,0.707775533,0.665074348,NA,NA,NA,-1.409897327,-1.422656298,NA,NA,NA,0.349630684,0.580154717,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,2,3,NA,NA,NA,2,4,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,4,4,NA,NA,NA
01079,Alabama,AL,Lawrence County,Lawrence,NA,265,2732,7.912789220690681,9.6998535871,1,0.419405609,1.127113819,NA,NA,NA,1.516998291,1.322120667,NA,NA,NA,1.128578067,0.969193995,NA,NA,NA,1.055181146,1.077627897,NA,NA,NA,-1.409310222,-1.42163229,NA,NA,NA,1.400601387,1.496912956,NA,NA,NA,3,4,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,4,5,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA
01081,Alabama,AL,Lee County,Lee,NA,888,11405,9.341807134718488,7.7860587462,1,-0.888756096,-0.240055755,NA,NA,NA,0.45721963,-0.019154863,NA,NA,NA,0.552366912,0.372403294,NA,NA,NA,-0.411505073,-0.4179703,NA,NA,NA,-1.414347053,-1.430143118,NA,NA,NA,0.300772458,-0.150618136,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,3,3,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA
01083,Alabama,AL,Limestone County,Limestone,NA,638,6999,8.85352256068954,9.1155879411,1,-0.367723614,0.266999364,NA,NA,NA,1.715940475,1.331645131,NA,NA,NA,0.942885995,0.758299887,NA,NA,NA,1.280656934,1.29697752,NA,NA,NA,-1.407723546,-1.420810103,NA,NA,NA,1.562284112,1.103818417,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,5,4,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA,5,5,NA,NA,NA
01085,Alabama,AL,Lowndes County,Lowndes,NA,162,1179,7.072421900537371,13.740458015,1,1.130757809,1.545892,NA,NA,NA,0.767079771,0.77823168,NA,NA,NA,0.836874127,0.676684558,NA,NA,NA,0.273874372,0.324838907,NA,NA,NA,-1.43355298,-1.448750377,NA,NA,NA,0.536653996,1.328369617,NA,NA,NA,4,4,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,5,5,NA,NA,NA,5,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,5,NA,NA,NA
01087,Alabama,AL,Macon County,Macon,NA,192,1624,7.392647520721623,11.822660099,3,0.494622707,NA,NA,1.535887718,NA,0.126238883,NA,NA,0.690965474,NA,0.109492347,NA,NA,0.147120878,NA,-0.055515677,NA,NA,-0.186455548,NA,-1.414067149,NA,NA,-1.604535222,NA,-0.215706125,NA,NA,1.217353463,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,4,NA,2,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,2,NA,NA,3,NA,4,NA,NA,5,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,2,NA,3,NA,NA,4,NA,2,NA,NA,5,NA
01089,Alabama,AL,Madison County,Madison,NA,2987,29047,10.27667048672357,10.283333907,1,-1.777256608,-1.008136749,NA,NA,NA,0.188860327,-0.452523351,NA,NA,NA,0.187196419,-0.06479653,NA,NA,NA,0.819111168,0.812747002,NA,NA,NA,-1.41016078,-1.424140334,NA,NA,NA,0.385841489,-0.520267069,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,4,5,NA,NA,NA,3,2,NA,NA,NA,4,2,NA,NA,NA
01091,Alabama,AL,Marengo County,Marengo,NA,233,1821,7.507141079727608,12.79516749,3,0.525017142,NA,NA,0.782656968,NA,-0.522234917,NA,NA,-0.206688657,NA,0.95786649,NA,NA,1.09314549,NA,-0.916361332,NA,NA,-0.951262712,NA,-1.42351985,NA,NA,-1.604304314,NA,-0.306253105,NA,NA,0.699638963,NA,3,NA,NA,4,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,4,NA,NA,4,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,4,NA
01093,Alabama,AL,Marion County,Marion,NA,214,2324,7.751045117971802,9.2082616179,3,0.831103504,NA,NA,0.458869845,NA,1.095195651,NA,NA,1.437310696,NA,0.034376815,NA,NA,0.054272216,NA,-0.010815588,NA,NA,-0.192393482,NA,-1.410813332,NA,NA,-1.598945141,NA,0.224537343,NA,NA,1.086751938,NA,4,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,5,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,2,NA,5,NA,NA,5,NA,3,NA,NA,5,NA
01095,Alabama,AL,Marshall County,Marshall,NA,782,9894,9.199683791787654,7.9037800687,2,0.294546068,NA,0.504014492,NA,NA,0.607755005,NA,1.102619171,NA,NA,0.107805699,NA,-0.006940105,NA,NA,0.106938586,NA,-0.029036893,NA,NA,-1.408479929,NA,-1.554775596,NA,NA,0.108392596,NA,0.92840302,NA,NA,3,NA,3,NA,NA,3,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,4,NA,NA,2,NA,4,NA,NA,2,NA,3,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,2,NA,3,NA,NA,3,NA,4,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,4,NA,5,NA,NA,3,NA,5,NA,NA
01097,Alabama,AL,Mobile County,Mobile,NA,4898,41464,10.632580859869542,11.812656762,1,-0.448846281,0.162563413,NA,NA,NA,0.531925082,-0.136164367,NA,NA,NA,0.369741082,0.164241791,NA,NA,NA,0.129735842,0.189978927,NA,NA,NA,-1.430259585,-1.455211401,NA,NA,NA,0.316071063,0.136483848,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,NA,NA,3,2,NA,NA,NA,3,3,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,2,3,NA,NA,NA,4,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA
01099,Alabama,AL,Monroe County,Monroe,NA,297,1919,7.5595594960077,15.476810839,3,0.832552075,NA,NA,1.142884493,NA,0.615466416,NA,NA,1.092868447,NA,1.169911623,NA,NA,1.281246543,NA,0.252706587,NA,NA,0.212287679,NA,-1.428900123,NA,NA,-1.613255501,NA,0.679868042,NA,NA,1.718579054,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,5,NA,4,NA,NA,5,NA
01101,Alabama,AL,Montgomery County,Montgomery,NA,2723,23151,10.049793255125712,11.761910933,1,-1.023962617,-0.393721163,NA,NA,NA,-0.176979005,-0.776203334,NA,NA,NA,-0.126627907,-0.398219734,NA,NA,NA,-0.123971529,-0.072322592,NA,NA,NA,-1.421425462,-1.437302947,NA,NA,NA,-0.331512153,-0.489735723,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA
01103,Alabama,AL,Morgan County,Morgan,NA,966,10546,9.263501920090414,9.1598710412,1,-0.280830353,0.383546054,NA,NA,NA,0.590951681,0.138573512,NA,NA,NA,0.876567602,0.686081111,NA,NA,NA,0.212161005,0.251992673,NA,NA,NA,-1.409978628,-1.423418283,NA,NA,NA,0.638757408,0.355731249,NA,NA,NA,2,3,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,1,2,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,3,2,NA,NA,NA,2,4,NA,NA,NA,5,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,4,3,NA,NA,NA,4,4,NA,NA,NA
01105,Alabama,AL,Perry County,Perry,NA,141,1030,6.937314081223682,13.689320388,4,1.194646597,NA,NA,NA,2.237474203,1.758857131,NA,NA,NA,1.600378394,1.11423862,NA,NA,NA,1.355788946,-0.262997359,NA,NA,NA,-0.053636823,-1.417787552,NA,NA,NA,-1.112862229,1.077033043,NA,NA,NA,2.010789633,4,NA,NA,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,2,2,NA,NA,NA,2,4,NA,NA,NA,4,4,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,NA,NA,3,3,NA,NA,NA,3,5,NA,NA,NA,5,5,NA,NA,NA,5,1,NA,NA,NA,2,2,NA,NA,NA,2,5,NA,NA,NA,5,5,NA,NA,NA,5
01107,Alabama,AL,Pickens County,Pickens,NA,199,1641,7.403061091090091,12.12675198,1,0.952495933,1.587287426,NA,NA,NA,1.543316841,1.837580919,NA,NA,NA,-0.162746295,-0.430999577,NA,NA,NA,-0.35136801,-0.294553518,NA,NA,NA,-1.423212886,-1.437395215,NA,NA,NA,0.244250983,1.903774619,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,5,5,NA,NA,NA,3,5,NA,NA,NA
01109,Alabama,AL,Pike County,Pike,NA,266,2833,7.949091499830517,9.3893399223,3,0.128915325,NA,NA,0.790292382,NA,0.364479095,NA,NA,0.636211514,NA,0.143871933,NA,NA,0.163475007,NA,0.19657591,NA,NA,0.243320361,NA,-1.424594045,NA,NA,-1.611476541,NA,0.041466463,NA,NA,0.937066376,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,2,NA,NA,4,NA,2,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,3,NA,2,NA,NA,3,NA,3,NA,NA,5,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,3,NA,NA,5,NA
01111,Alabama,AL,Randolph County,Randolph,NA,161,1774,7.480992162869525,9.075535513,3,0.897872567,NA,NA,0.881324828,NA,0.603467941,NA,NA,0.974805772,NA,-0.214617878,NA,NA,-0.225520581,NA,-0.544087291,NA,NA,-0.703375459,NA,-1.404204607,NA,NA,-1.592675567,NA,-0.323691249,NA,NA,0.867709637,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,4,NA,2,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,3,NA,5,NA,NA,5,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,5,NA,2,NA,NA,4,NA
