fips,state_name,state_abbr,county_name,county_abbr,unrealiable_bw,num_low_birthweight_births,num_live_births,log_live_births,perc_low_bw,cat_rucc,sociod,rucc1_sociod_eqi_2jan2018_vc,rucc2_sociod_eqi_2jan2018_vc,rucc3_sociod_eqi_2jan2018_vc,rucc4_sociod_eqi_2jan2018_vc,built,rucc1_built_eqi_2jan2018_vc,rucc2_built_eqi_2jan2018_vc,rucc3_built_eqi_2jan2018_vc,rucc4_built_eqi_2jan2018_vc,air,rucc1_air_eqi_2jan2018_vc,rucc2_air_eqi_2jan2018_vc,rucc3_air_eqi_2jan2018_vc,rucc4_air_eqi_2jan2018_vc,land,rucc1_land_eqi_2jan2018_vc,rucc2_land_eqi_2jan2018_vc,rucc3_land_eqi_2jan2018_vc,rucc4_land_eqi_2jan2018_vc,water,rucc1_water_eqi_2jan2018_vc,rucc2_water_eqi_2jan2018_vc,rucc3_water_eqi_2jan2018_vc,rucc4_water_eqi_2jan2018_vc,eqi,rucc1_eqi_2jan2018_vc,rucc2_eqi_2jan2018_vc,rucc3_eqi_2jan2018_vc,rucc4_eqi_2jan2018_vc,sociod_4q,rucc1_sociod_eqi_2jan2018_vc_4,rucc2_sociod_eqi_2jan2018_vc_4,rucc3_sociod_eqi_2jan2018_vc_4,rucc4_sociod_eqi_2jan2018_vc_4,air_4q,rucc1_air_eqi_2jan2018_vc_4,rucc2_air_eqi_2jan2018_vc_4,rucc3_air_eqi_2jan2018_vc_4,rucc4_air_eqi_2jan2018_vc_4,water_4q,rucc1_water_eqi_2jan2018_vc_4,rucc2_water_eqi_2jan2018_vc_4,rucc3_water_eqi_2jan2018_vc_4,rucc4_water_eqi_2jan2018_vc_4,land_4q,rucc1_land_eqi_2jan2018_vc_4,rucc2_land_eqi_2jan2018_vc_4,rucc3_land_eqi_2jan2018_vc_4,rucc4_land_eqi_2jan2018_vc_4,built_4q,rucc1_built_eqi_2jan2018_vc_4,rucc2_built_eqi_2jan2018_vc_4,rucc3_built_eqi_2jan2018_vc_4,rucc4_built_eqi_2jan2018_vc_4,eqi_4q,rucc1_eqi_2jan2018_vc_4,rucc2_eqi_2jan2018_vc_4,rucc3_eqi_2jan2018_vc_4,rucc4_eqi_2jan2018_vc_4,sociod_3q,rucc1_sociod_eqi_2jan2018_vc_3,rucc2_sociod_eqi_2jan2018_vc_3,rucc3_sociod_eqi_2jan2018_vc_3,rucc4_sociod_eqi_2jan2018_vc_3,air_3q,rucc1_air_eqi_2jan2018_vc_3,rucc2_air_eqi_2jan2018_vc_3,rucc3_air_eqi_2jan2018_vc_3,rucc4_air_eqi_2jan2018_vc_3,water_3q,rucc1_water_eqi_2jan2018_vc_3,rucc2_water_eqi_2jan2018_vc_3,rucc3_water_eqi_2jan2018_vc_3,rucc4_water_eqi_2jan2018_vc_3,land_3q,rucc1_land_eqi_2jan2018_vc_3,rucc2_land_eqi_2jan2018_vc_3,rucc3_land_eqi_2jan2018_vc_3,rucc4_land_eqi_2jan2018_vc_3,built_3q,rucc1_built_eqi_2jan2018_vc_3,rucc2_built_eqi_2jan2018_vc_3,rucc3_built_eqi_2jan2018_vc_3,rucc4_built_eqi_2jan2018_vc_3,eqi_3q,rucc1_eqi_2jan2018_vc_3,rucc2_eqi_2jan2018_vc_3,rucc3_eqi_2jan2018_vc_3,rucc4_eqi_2jan2018_vc_3,sociod_5q,rucc1_sociod_eqi_2jan2018_vc_5,rucc2_sociod_eqi_2jan2018_vc_5,rucc3_sociod_eqi_2jan2018_vc_5,rucc4_sociod_eqi_2jan2018_vc_5,air_5q,rucc1_air_eqi_2jan2018_vc_5,rucc2_air_eqi_2jan2018_vc_5,rucc3_air_eqi_2jan2018_vc_5,rucc4_air_eqi_2jan2018_vc_5,water_5q,rucc1_water_eqi_2jan2018_vc_5,rucc2_water_eqi_2jan2018_vc_5,rucc3_water_eqi_2jan2018_vc_5,rucc4_water_eqi_2jan2018_vc_5,land_5q,rucc1_land_eqi_2jan2018_vc_5,rucc2_land_eqi_2jan2018_vc_5,rucc3_land_eqi_2jan2018_vc_5,rucc4_land_eqi_2jan2018_vc_5,built_5q,rucc1_built_eqi_2jan2018_vc_5,rucc2_built_eqi_2jan2018_vc_5,rucc3_built_eqi_2jan2018_vc_5,rucc4_built_eqi_2jan2018_vc_5,eqi_5q,rucc1_eqi_2jan2018_vc_5,rucc2_eqi_2jan2018_vc_5,rucc3_eqi_2jan2018_vc_5,rucc4_eqi_2jan2018_vc_5
49013,Utah,UT,Duchesne County,Duchesne,NA,214,2847,7.954021087278037,7.516684229,3,0.392344087,NA,NA,-1.031055093,NA,0.252942711,NA,NA,0.453350097,NA,0.223165259,NA,NA,0.320836693,NA,-0.60804075,NA,NA,-0.835183144,NA,0.05033049,NA,NA,0.017002713,NA,0.062164709,NA,NA,-0.216427311,NA,3,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,2,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,1,NA,3,NA,NA,4,NA,3,NA,NA,2,NA,2,NA,NA,1,NA,3,NA,NA,4,NA,3,NA,NA,2,NA
49015,Utah,UT,Emery County,Emery,NA,107,1252,7.132497551660044,8.5463258786,3,0.631998301,NA,NA,-0.877037823,NA,0.056171685,NA,NA,0.298303902,NA,-1.197029948,NA,NA,-1.249584198,NA,-1.083822727,NA,NA,-1.300795078,NA,0.843352675,NA,NA,0.809087873,NA,-0.855104327,NA,NA,-0.963007987,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA
49017,Utah,UT,Garfield County,Garfield,NA,38,459,6.129050210060545,8.2788671024,4,0.204003096,NA,NA,NA,-1.589819074,-1.26959908,NA,NA,NA,-0.516640067,-0.971569717,NA,NA,NA,-0.469351679,-1.933897138,NA,NA,NA,-1.550805449,1.00734508,NA,NA,NA,1.368134975,-1.564297557,NA,NA,NA,-1.078253388,2,NA,NA,NA,1,1,NA,NA,NA,2,4,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,2,5,NA,NA,NA,5,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1
49019,Utah,UT,Grand County,Grand,NA,66,909,6.812345094177479,7.2607260726,3,-0.695861816,NA,NA,-1.838363051,NA,-2.082665682,NA,NA,-2.023902893,NA,-1.913506627,NA,NA,-2.058619261,NA,-2.490846157,NA,NA,-2.665670633,NA,0.982441247,NA,NA,0.9552297,NA,-2.562856197,NA,NA,-3.012076378,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA
49021,Utah,UT,Iron County,Iron,NA,433,6395,8.763271714012943,6.7709147772,2,-0.526068509,NA,-0.79450619200000006,NA,NA,0.119778,NA,0.199723274,NA,NA,-1.343779445,NA,-1.586741686,NA,NA,-0.858385623,NA,-1.001319289,NA,NA,1.020379066,NA,0.899906099,NA,NA,-0.661673963,NA,-1.219242692,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,4,NA,4,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,1,NA,NA,5,NA,5,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,2,NA,1,NA,NA
49023,Utah,UT,Juab County,Juab,NA,95,1367,7.220373836723949,6.9495245062,1,0.569497406,1.302272916,NA,NA,NA,3.6e-5,-0.119357184,NA,NA,NA,-1.143551826,-1.525685072,NA,NA,NA,-1.159519315,-0.713400304,NA,NA,NA,0.935699761,0.877443433,NA,NA,NA,-0.848553956,0.592604339,NA,NA,NA,3,4,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,4,5,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,4,NA,NA,NA
49025,Utah,UT,Kane County,Kane,NA,37,624,6.436150368369428,5.9294871795,3,-0.092269234,NA,NA,-1.477912426,NA,-1.186446309,NA,NA,-0.889819026,NA,-1.114994287,NA,NA,-1.20447576,NA,-2.195544004,NA,NA,-2.4917202,NA,1.005452514,NA,NA,0.972528994,NA,-1.630940318,NA,NA,-1.966844082,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA
49027,Utah,UT,Millard County,Millard,NA,113,1405,7.247792581767846,8.0427046263,3,0.580703497,NA,NA,-0.612668872,NA,-0.37271589,NA,NA,-0.14965494,NA,-1.035916567,NA,NA,-1.117308617,NA,-0.971396387,NA,NA,-1.128682733,NA,0.93586731,NA,NA,0.908114016,NA,-0.938172758,NA,NA,-1.009240746,NA,3,NA,NA,2,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,4,NA,NA,2,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,2,NA,NA,3,NA,1,NA,NA,1,NA
49029,Utah,UT,Morgan County,Morgan,NA,66,1078,6.982862751468942,6.1224489796,1,-1.024049282,-0.155855983,NA,NA,NA,0.87666142,1.007885218,NA,NA,NA,-1.075101137,-1.453473568,NA,NA,NA,-0.188411415,0.062886126,NA,NA,NA,0.933319807,0.868950963,NA,NA,NA,0.115244359,0.541583836,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,3,NA,NA,NA,2,3,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,5,4,NA,NA,NA,2,3,NA,NA,NA,5,5,NA,NA,NA,3,4,NA,NA,NA
49031,Utah,UT,Piute County,Piute,NA,NA,NA,NA,NA,4,1.247732639,NA,NA,NA,-1.090282321,-0.403293848,NA,NA,NA,0.04610344,-0.657035649,NA,NA,NA,-0.224001318,-1.026049733,NA,NA,NA,-0.682428718,-0.008666921,NA,NA,NA,0.219061404,-1.018036604,NA,NA,NA,-0.558465481,4,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,2,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,5,NA,NA,NA,1,2,NA,NA,NA,2,3,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,2
49033,Utah,UT,Rich County,Rich,NA,13,268,5.5909869805108565,4.8507462687,4,0.955158174,NA,NA,NA,-1.94092834,-1.423115969,NA,NA,NA,-0.763158917,-1.890464783,NA,NA,NA,-1.262425184,-1.040226102,NA,NA,NA,-0.828293025,-0.033427566,NA,NA,NA,0.187291935,-2.231208801,NA,NA,NA,-1.673711181,4,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,5,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1
49035,Utah,UT,Salt Lake County,Salt Lake,NA,9737,131027,11.783158687816414,7.431292787,1,-1.887263775,-1.140374064,NA,NA,NA,0.131806687,-0.922210157,NA,NA,NA,-1.434123278,-1.854623199,NA,NA,NA,-1.047289014,-0.846580982,NA,NA,NA,1.119041324,1.039191723,NA,NA,NA,-0.558904827,-1.136142731,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,3,1,NA,NA,NA,2,1,NA,NA,NA
49037,Utah,UT,San Juan County,San Juan,NA,115,1722,7.451241684987676,6.6782810685,3,0.767402768,NA,NA,0.338781387,NA,0.675496459,NA,NA,0.946442842,NA,0.42251429,NA,NA,0.536888599,NA,-1.392662406,NA,NA,-1.534116745,NA,1.089089036,NA,NA,1.068979025,NA,0.343408227,NA,NA,0.468226701,NA,4,NA,NA,3,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,4,NA,NA,4,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,4,NA,NA,5,NA,3,NA,NA,4,NA
49039,Utah,UT,Sanpete County,Sanpete,NA,199,2879,7.965198290612176,6.9121222647,3,0.228799626,NA,NA,-1.028818488,NA,0.801708639,NA,NA,0.969853878,NA,-1.29933238,NA,NA,-1.395208359,NA,-0.462151915,NA,NA,-0.683965683,NA,0.886346996,NA,NA,0.850638092,NA,-0.295573831,NA,NA,-0.673716187,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,2,NA,NA,1,NA,4,NA,NA,4,NA,2,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,1,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,5,NA,NA,5,NA,2,NA,NA,2,NA
49041,Utah,UT,Sevier County,Sevier,NA,211,2357,7.7651449029361315,8.9520577005,3,0.257177621,NA,NA,-1.190208197,NA,-0.314487934,NA,NA,-0.26333043,NA,-1.029725432,NA,NA,-1.096068978,NA,-0.686169505,NA,NA,-0.910895348,NA,0.947919786,NA,NA,0.914091408,NA,-0.785365939,NA,NA,-1.275123,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,1,NA,NA,1,NA
49043,Utah,UT,Summit County,Summit,NA,304,3538,8.17131687471973,8.5924250989,2,-2.65729928,NA,-3.988893747,NA,NA,-1.593108535,NA,-2.062844753,NA,NA,-1.309861898,NA,-1.52151978,NA,NA,-0.753737688,NA,-1.185358524,NA,NA,0.981705487,NA,0.833694041,NA,NA,-1.253864288,NA,-3.536991835,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,4,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,3,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,5,NA,4,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA
49045,Utah,UT,Tooele County,Tooele,NA,604,7440,8.914626127827137,8.1182795699,1,-0.795469463,0.023544228,NA,NA,NA,1.336696148,0.965585172,NA,NA,NA,-0.561104417,-0.867345214,NA,NA,NA,-1.55859828,-1.215914249,NA,NA,NA,0.977755725,0.908827484,NA,NA,NA,0.275995135,0.320137441,NA,NA,NA,1,2,NA,NA,NA,2,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,3,3,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,3,NA,NA,NA,2,1,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,3,4,NA,NA,NA
49047,Utah,UT,Uintah County,Uintah,NA,383,4615,8.437067146936952,8.2990249187,3,-0.065570138,NA,NA,-1.130084395,NA,0.646661282,NA,NA,0.850788355,NA,-0.330094874,NA,NA,-0.326431543,NA,-0.573479056,NA,NA,-0.805436909,NA,0.843859255,NA,NA,0.812302053,NA,0.174859643,NA,NA,-0.394101679,NA,2,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,4,NA,NA,4,NA,3,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,2,NA,NA,1,NA,2,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,2,NA,NA,1,NA,4,NA,NA,5,NA,3,NA,NA,2,NA
49049,Utah,UT,Utah County,Utah,NA,4869,84657,11.34636307758596,5.7514440625,1,-1.789927602,-0.992340147,NA,NA,NA,0.919851422,0.256834954,NA,NA,NA,-1.004898548,-1.373224497,NA,NA,NA,-0.120643958,0.016250124,NA,NA,NA,1.048399091,0.978835464,NA,NA,NA,0.317454815,-0.32388553,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,3,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,2,3,NA,NA,NA,5,4,NA,NA,NA,3,2,NA,NA,NA
49051,Utah,UT,Wasatch County,Wasatch,NA,175,2765,7.9247959139564355,6.3291139241,3,-1.153361201,NA,NA,-3.153627396,NA,0.01866027,NA,NA,0.072352499,NA,0.15427812900000001,NA,NA,0.229480445,NA,-0.951290429,NA,NA,-1.220954537,NA,1.0242697,NA,NA,0.993590236,NA,0.195121482,NA,NA,-1.514373422,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,5,NA,NA,5,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,1,NA
49053,Utah,UT,Washington County,Washington,NA,1033,17554,9.773037123152063,5.8846986442,1,-0.810926437,0.014352029,NA,NA,NA,0.006193912,-0.362976253,NA,NA,NA,-1.054740191,-1.367442489,NA,NA,NA,-1.321097374,-1.109378695,NA,NA,NA,1.017832875,0.955797255,NA,NA,NA,-0.640566766,-0.316656113,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,2,2,NA,NA,NA
49055,Utah,UT,Wayne County,Wayne,NA,18,241,5.484796933490655,7.468879668,4,0.266279161,NA,NA,NA,-1.713189363,-1.487766385,NA,NA,NA,-0.670407712,-0.563155711,NA,NA,NA,-0.14215055100000001,-1.183558106,NA,NA,NA,-1.038949847,0.966628373,NA,NA,NA,1.32672143,-1.26973772,NA,NA,NA,-1.017920375,3,NA,NA,NA,1,2,NA,NA,NA,2,4,NA,NA,NA,4,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,3,NA,NA,NA,3,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,1,2,NA,NA,NA,3,5,NA,NA,NA,5,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1
49057,Utah,UT,Weber County,Weber,NA,2207,28912,10.27201201283201,7.6335085778,1,-0.865020454,-0.113179237,NA,NA,NA,0.644146025,-0.166854322,NA,NA,NA,-1.927309632,-2.40501976,NA,NA,NA,-0.245859802,-0.078923494,NA,NA,NA,0.952500939,0.881476104,NA,NA,NA,-0.524885893,0.015481256,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,2,NA,NA,NA,4,2,NA,NA,NA,2,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,1,2,NA,NA,NA,1,3,NA,NA,NA,1,1,NA,NA,NA,5,5,NA,NA,NA,2,2,NA,NA,NA,4,3,NA,NA,NA,2,3,NA,NA,NA
50001,Vermont,VT,Addison County,Addison,NA,129,2305,7.742835955430749,5.5965292842,3,-1.314226985,NA,NA,-2.124054909,NA,-0.319538236,NA,NA,-0.168811962,NA,0.129976988,NA,NA,0.225506887,NA,0.286758274,NA,NA,0.180177912,NA,0.742712379,NA,NA,0.692524254,NA,0.289898783,NA,NA,-0.966885984,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,3,NA,NA,1,NA
50003,Vermont,VT,Bennington County,Bennington,NA,178,2507,7.826842098158293,7.1001196649,3,-1.02818203,NA,NA,-1.603210092,NA,-0.994020164,NA,NA,-0.912710607,NA,-0.321948022,NA,NA,-0.31013530499999997,NA,-0.481376112,NA,NA,-0.56480968,NA,0.773041785,NA,NA,0.719183087,NA,-0.555767238,NA,NA,-1.41005671,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,1,NA,NA,1,NA,2,NA,NA,1,NA
50005,Vermont,VT,Caledonia County,Caledonia,NA,150,2190,7.691656822810547,6.8493150685,3,-0.556892037,NA,NA,-1.119052768,NA,-0.607729018,NA,NA,-0.495564729,NA,0.2043311,NA,NA,0.280388117,NA,-0.536960304,NA,NA,-0.691634953,NA,0.747669101,NA,NA,0.69567138,NA,-0.132098138,NA,NA,-0.795980275,NA,1,NA,NA,1,NA,3,NA,NA,3,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,3,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,2,NA,NA,1,NA,2,NA,NA,1,NA,3,NA,NA,3,NA,4,NA,NA,4,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,3,NA,NA,2,NA
50007,Vermont,VT,Chittenden County,Chittenden,NA,735,10998,9.30546871706776,6.6830332788,1,-2.518236876,-1.779068112,NA,NA,NA,-0.7556445,-1.301794171,NA,NA,NA,-0.806601048,-1.080704451,NA,NA,NA,-0.109198354,0.024604537,NA,NA,NA,0.84743005,0.761147022,NA,NA,NA,-0.399540186,-1.575072765,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,4,4,NA,NA,NA,2,3,NA,NA,NA,2,1,NA,NA,NA,2,1,NA,NA,NA
50009,Vermont,VT,Essex County,Essex,NA,35,386,5.955837369464831,9.067357513,4,0.637928665,NA,NA,NA,-0.005168312,0.381966323,NA,NA,NA,0.774535537,0.298740864,NA,NA,NA,0.574001133,-0.749401033,NA,NA,NA,-0.46129781,0.62210542,NA,NA,NA,0.958635867,0.212548465,NA,NA,NA,0.598594904,3,NA,NA,NA,3,3,NA,NA,NA,3,3,NA,NA,NA,3,1,NA,NA,NA,1,3,NA,NA,NA,4,3,NA,NA,NA,3,3,NA,NA,NA,2,2,NA,NA,NA,3,2,NA,NA,NA,3,1,NA,NA,NA,1,2,NA,NA,NA,3,2,NA,NA,NA,3,4,NA,NA,NA,3,3,NA,NA,NA,4,4,NA,NA,NA,4,1,NA,NA,NA,2,4,NA,NA,NA,4,3,NA,NA,NA,4
